,0
EX_31dmt_e,
EX_35dsmv_e,
EX_3hibup__R_e,
EX_3ohacmp_e,
EX_4hatvacid_e,
EX_4hmdgluc_e,
EX_56dhpvs_e,
3DHCHOLt,
EX_5ohfvs_e,
EX_6epvs_e,
EX_lvst_e,
EX_meracmp_e,
EX_nfdac_e,
EX_oxyp_e,
EX_ptvstm3_e,
EX_6hmsmvacid_e,
EX_6ohfvs_e,
EX_7ahglz_e,
EX_7bhglz_e,
EX_7hpvs_e,
EX_acmpglut_e,
EX_am19cs_e,
EX_pvs_e,
EX_pvsgluc_e,
EX_smv_e,
EX_smvacid_e,
3DHCHOLt2,
EX_sulpacmp_e,
EX_tacr_e,
EX_thrfvs_e,
3DHDCAabc,0.0
EX_tmd_e,
EX_tmdm1_e,
EX_tmdm3_e,
EX_am1alcs_e,
EX_am1c4n9cs_e,
EX_am1cglc_e,
EX_am1csa_e,
EX_tripvs_e,
EX_am4ncs_e,
EX_am9csa_e,
FVSGLUChc,
EX_atvacid_e,
FVSTETGLUhc,
EX_caribup__R_e,
FVSTETGLUtev,
FVSTETtev,
FVShc,
FVStep,
GLZABCteb,
EX_crvs_e,
EX_crvsm24_e,
EX_csa_e,
EX_dhglz_e,
EX_dspvs_e,
EX_epoxtac_e,
GTACMPhr,
GTACMPtev,
IBUPGT_HEP,
EX_fvs_e,
3DHDCAt2,
EX_fvstetglu_e,
EX_glc3meacp_e,
EX_glz_e,
EX_gtacmp_e,
EX_ibup__R_e,
IBUP_RCYP2hep,
IBUP_RCYPCARhep,
IBUP_Rtdu,
EX_ibupgluc_e,
EX_isolvstacid_e,
EX_lst4exp_e,
IBUP_SCONJhep,
IBUP_SCYP1hep,
EX_lstn_e,
EX_lstnm1_e,
IBUP_SCYP2hep,
3DHLCAabc,0.0
IBUP_SCYPCARhep,
IBUP_Stbc,
ISOLVSTAChep,
ISOLVSTtbc,0.0
LST4EXPTDhc,
LST4EXPthc,
LSTN1GLUCtev,
LSTNtu,0.0
LSTNM1hr,
LSTNM1tev,
PVStep,
RSVATPtu,0.0
RSVLAChv,
LSTNM2hr,
LSTNM2tev,
RSVSPONhc,
RSVhc,
LSTNM4hr,
LSTNM4tev,
RSVtu,10.29736037
S3MEACMPhc,
LSTNM5hr,
S3MEACMPtev,
LSTNM5tev,
SMVACIDhep,10.85840326
LSTNM7thc,
SMVtu,0.0
LSTNRATt,
3DHLCAS,
LVACLAChep,
LVSTACIDhep,
SMVLAChep,
SMVtv,
SULPACMPtev,0.0
THRFVStev,
TLACFVStev,
TMDM1OATt,
TMDM1hr,
TMDM3OATt,
LVSTACOXD6MEhep,
LVSTOXD3Hhep,
LVSTOXD6Hhep,
MDZtu,0.0
MERACMPthc,0.0
MHGLZhr,
NDERSVhc,
NFDDMEThr,
TMDM5OATt,
TMDOATtev,
TMDtd,
TRIPVShc,
TRIPVSteb,0.0
TSACGLUCtev,
NFDNPYtep,
NFDOHtep,
NFDOXDhc,
NFDtd,
13HTACRitr,
OXYP1CONJ,
6AHGLZitr,
OXYP2CONJ,
OXYPR1tehv,
PROFVStev,
PTVSTATPtu,0.0
PTVSTM13hr,
PTVSTtep,
PVSGLUCtev,
H2O2ter,
1HIBUP_Sitr,
2HIBUP_Sitr,
2HIBUPGLUC_Sitr,
PAPSitr,
6BHGLZGLCitr,
SMVitr,
6BHGLZitr,
3HIBUPGLUC_Sitr,
3HPVSitr,
3HPVSTETCOAitm,
3HPVSTETCOAitx,
7BHGLZitr,
MHGLZitr,
3ISPVSitr,
3HIBUP_Sitr,
6CSMVitr,
FVSitr,
3MEACMPitr,
3OHACMPitr,
AM9CSAitr,
4HATVACIDitr,
6HLVSTitr,
4OHMDZitr,
2HATVACIDitr,
EX_caproic_e,
56EPPVSitr,
6HLVSTACIDitr,
1A25HVITD2t,
EX_1a25dhvitd2_e,
6HMSMVitr,
EX_M00234_e,
EX_M01807_e,
6MELVACIDitr,
EX_M00503_e,
EX_M02837_e,
EX_M01820_e,
6MELVSTitr,
EX_M00510_e,
EX_M00008_e,
EX_gpi_sig_e,
EX_kdn_e,
EX_m3gacpail_prot_hs_e,
EX_dolichol__L_e,
SK_his__L_c,
SK_lys__L_c,
EX_M00019_e,
EX_M00115_e,
EX_M00117_e,
EX_M00315_e,
EX_M00341_e,
EX_M01197_e,
EX_M01235_e,
SK_thr__L_c,
SK_val__L_c,
SK_ala__L_c,
EX_M01238_e,
SK_arg__L_c,
6OHFVSitr,
SK_asn__L_c,
SK_pro__L_c,
EX_M01582_e,
EX_M02053_e,
EX_M02457_e,
EX_M02745_e,
SK_tyr__L_c,
DM_CE5026_c,
DM_CE1562_c,
7AHGLZitr,
DM_ind56qn_c,
DM_CE5025_c,
DM_CE4888_c,
7BHGLZGLCitr,
DM_4abut_c,
DM_srtn_c,
DM_adrnl_c,
EX_M02560_e,
EX_C01601_e,
EX_M02108_e,
DM_nrpphr_c,
EX_M03134_e,
DM_tym_c,
DM_Lkynr_c,
PROTEIN_BS,
EX_M01111_e,
EX_h2co3_e,
EX_M01870_e,
EX_ditp_e,
EX_M02446_e,
EX_M02447_e,
CYOOm2i,11.31066481
EX_itacon_e,
7HPVSitr,
ACMPitr,
AM19CSitr,
AM1ACSitr,
AM1ALCSitr,
AM1CGLCitr,
CARIBUPGLU_Sitr,
CRVSM22itr,
CSAitr,
DEOXFVSitx,
FVSitx,
GLC3MEACPitr,
GLZitr,
GTACMPitr,
IBUP_Ritr,
IBUP_Sitr,
LSTN1GLUCitr,
LSTNM1itr,
LSTNM2itr,
LSTNM5itr,
LSTNM7itr,
MDZitr,
MDZGLCitr,
NDERSVitr,
NFDOHitr,
PTVSTM13itr,
PVSGLUCitr,
TACRitr,
THSACMPitr,
TMACMPitr,
TMDitr,
TMDM3itr,
TSACMGLUCitr,
3HPVSCOAhc,
3HPVSTEThc,
1OHMDZitr,
25HVITD3tin_m,
4NPHSFte,
CO2tp,
COAtg,
EX_4pyrdx_e,
EX_5adtststeroneglc_e,
EX_5dhf_e,
EX_5homeprazole_e,
24_25VITD2Hm,
10FTHF5GLUtl,
10FTHF5GLUtm,
10FTHF6GLUtl,
10FTHF6GLUtm,
10FTHF7GLUtm,
10FTHFtl,
11DOCRTSLtm,
11DOCRTSTRNtm,
11DOCRTSTRNtr,
1a_24_25VITD2Hm,
1a_25VITD2Hm,
1MNCAMti,
1PPDCRp,
25VITD3Hm,
2DR1PP,
2HBO,14.08616184
2HBt2,10.93117232
2HCO3_NAt,0.0
34DHOXPEGOX,11.75056003
34DHOXPEGt,
34DHPHAMT,11.74075134
34DHALDD,0.0
34DHPLACOX_NADP,0.0
34DHXMANDACOX_NADP,0.0
34HPPOR,
35CGMPtn,
3AIBTm,10.80847916
3DPHBH1,
3DPHBH2,
3DSPHR,11.05990344
3HBCDm,11.41406036
3HBCOAHLm,
3HKYNAKGAT,
3HLYTCL,
3M4HDXPAC,0.0
3MLDAt,
3MOX4HOXPGALDOX,0.0
3MOX4HOXPGALDOX_NADP,0.0
3SALAASPm,11.00986768
3SALACBOXL_cho,10.29460421
3SALATAi,12.19446066
3SALATAim,12.19612684
3SPYRSP,
3SPYRSPm,
41R1H2MAE12BOOX,11.92817258
41R2A1H12BOOX,11.92817258
4ABUTtm,
4HGLSDm,10.801185
4MPTNLtm,
4MTOLBUTAMIDEte,
4NPHte,
5ADTSTSTERONEGLCte,10.81957497
5ADTSTSTERONESte,
5ADTSTSTERONEtr,
5AOPtm,
5DHFtl,
5HLTDL,
5HOMEPRAZOLEte,
5HOXINDACTO2OX,0.0
5HTRPVESSEC_1,0.0
5MTHFt,
5MTHFt2_1,10.02878761
6DHFtl,
6DHFtm,
6HTSTSTERONEte,
6HTSTSTERONEtr,
6THFtl,
6THFtm,
7DHFtl,
7THFtl,
7THFtm,
A_MANASEly,11.34062628
A4GNT1g,
AACTOOR,0.0
AASAD3m,
AATA,
ABO2g,
ABO3g,
ABO8g,
ABTD,
ABUTt4_2_r,0.0
ACACT1m,13.24696209
ACACT1x,0.0
ACACt2m,10.76399968
ACACT4p,11.39618523
ACACT6p,11.39618523
ACACT7p,11.39618523
ACACtx,
ACALDtm,
ACCOACrm,11.41542947
ACCOAgt,10.02170287
ACCOAtn,
ACETONEt2m,10.76399968
ACGAGBSIDEtg,
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,
ACGALK,
ACGALK2,
ACGALtly,
ACGAM6PS,
ACGBGBSIDEtg,
ACGPID,0.0
ACGSm,
ACHEe,0.0
ACITL,11.99565943
ACN13ACNGALGBSIDEte,
ACN23ACNGALGBSIDEte,
ACN23ACNGALGBSIDEtg,
ACNACNGAL14ACGLCGALGLUSIDEte,
ACNACNGALGBSIDEte,
ACNAM9PL,9.841656686
ACNAM9PL2,9.841656686
ACNAMPH,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,
ACOAD1fm,11.18940977
ACOAH,
ACOX22x,0.0
ACOX2x,0.0
ACRNtm,9.919275019
ACSm,
ACt2m,
ACtg,
ACTLMO,0.0
ACTNMO,0.0
ADA,0.0
ADAe,0.0
ADCim,
ADK1m,11.92084909
ADNCYC,11.21875869
ADNK1m,
ADNt,11.4171518
ADPtx,
ADRNCPT1,11.45543701
ADRNCPT2,0.0
ADRNLPVESSEC_1,0.0
ADRNt,
ADSK,10.71119077
ADSL1r,10.34912545
AFLATOXINte,
AG13T17g,9.617553536
AG13T1g,9.617553536
AG13T3g,9.617553536
AGPAT1_1,12.39121655
AGTix,
AHANDROSTANGLCtr,
AHCYStr,
AHEXASEly,11.25117013
AKGDm,10.39725944
AKGtp,
AKR1C1,0.0
AKR1C42,
AKR1D2,
ALAASNNaEx,10.04554607
ALACYSNaEx,10.60231059
ALADGLNexR,12.37007518
ALADGLYexR,12.37007518
ALAGLNexR,12.37007518
ALAGLNNaEx,10.04554607
ALAt4,13.04673093
ALATA_L,0.0
ALAtN1,
LCARS,11.75056003
ALCD22_L,11.75056003
ALCD2x,11.75056003
ALDD20x,11.6549622
ALDD21,11.62133008
ALOX12,0.0
ALOX5,9.785092372
ALOX52,9.785092372
AMCOXO,
AMPTASECGe,9.863637884
AMPtp,
AMY1e,12.37007518
ANDRSTRNte,
AOBUTDsm,
APAT2rm,10.80847916
APNNOXte,
APOCF,
APOC_LYS_BTNPm,
APPNNte,
AQCOBALt,
ARACHCOAtx,
ARACHCPT1,11.45543701
ARACHCPT2,0.0
ARACHCRNt,9.919275019
ARACHDtr,
ARGNm,0.0
ARGtm,0.0
ARSA,11.01121477
ARTCOAL1_cho,
ARTCOAL2_cho,
R_group_phosphotase_1,
ARTFR208,
ARTPLM3,
ARTPLM3m,
ASAH1,13.06939669
ASCBt4,11.4032103
ASNALANaEx,10.04554607
ASNSERNaEx,10.04554607
ASNTHRNaEx,10.04554607
ASNtm,
ASNtN1,
ASPCT,10.63815202
ASPDt6,10.6737426
ATP2ter,
BILGLCURt,
BILGLCURtr,
ATPH1e,11.12980271
ATPH2e,11.12980271
ATPtm,13.14004598
B_MANNASEly,9.654023409
B3GALT41g,0.0
B3GALT43g,0.0
B3GALT44g,0.0
B3GALT5g,
B3GNT12g,9.617553536
B3GNT311g,
B3GNT312g,
B3GNT313g,
B3GNT314g,
B3GNT32g,
B3GNT33g,
B3GNT35g,
B3GNT36g,
BAAT2x,
BAAT4x_cho,
BACCLm,9.539744828
BALAtmr,
BAMPPALDOX,11.6549622
BBHOX,
BCDO,
BHBt,
BILDGLCURte,10.81957497
BILDGLCURtr,
BILIRUBt2,
BILIRUBtr,
BIOCYTtn,
BMTer_U,0.0
BPNT2,
BTND1,0.0
BTND1n,0.0
BTNDe,0.0
BTNPLm,9.539744828
BTNt2i,10.76399968
BTNt4i,
BTNtn,
BUP2,
BUTt2m,10.76399968
BZt,
C14STRr,9.686490057
C161CPT22,0.0
C180CPT2,0.0
C180CRNt,9.919275019
C181CPT2,0.0
C204CRNt,9.919275019
C3STDH1Pr,0.0
C3STKR2r,12.2005521
C4STMO2r,10.39962157
CARVEOLte,
CAT2p,11.84507453
CBL2OR,
CBPSam,
CBPter,
CDSm,12.30413302
CEPTC,11.18998183
CEPTE,9.729129505
CERK,
CERT2gt,
CGLYt3_2,0.0
CHAT,
CHLPCTD,11.94199979
CHLtm,
CHOLATEt,
CHOLATEt2,
CHOLATEt3,0.0
CHOLPtg,
CHOLt4,
CHOLtg,
CHOLtu,9.703044133
CHSTEROLSULT,
CHSTEROLt1,
CHSTEROLt2,
CHSTEROLtg,10.35567385
CHTNASE,9.839716944
CHTNASEe,
CITMCOAHm,
CITMCOALm,
CITt4_2,
CITtbm,11.02135223
CKc_cho,13.62483503
CLFORtex,
CLI2tex,
CLOHtex2_1,9.919134
CLPNDCPT2,0.0
CLPNDCRNt,9.919275019
CLS_hs,
CMPACNAtg,9.939918205
CMPSASn,10.86034857
CO2ter,
COAtn,
COAtp,
COAtr,
COQ5m,
CORE2GTg,0.0
CORE4GTg,
CORE5GTg,
CORE8GTg,
COt,
COUCOAFm,
COUMARINte,
CRNtim,9.919275019
CRNtx,
CRTSTRNt,
CRTSTRNtm,
CSBPASEly,
CSDPASEly,
CSm,
CSNATer,
CSNt,0.0
CSPG_At,
CSPG_Bt,
CSPG_Btly,
CSPG_Et,
CSPG_Etly,
CYSGLNNaEx,10.04554607
CYSGLTH,
CYSGLUexR,12.37007518
CYSt4,13.04673093
CYSTA,12.19446066
CYSTHRNaEx,10.60231059
CYSTSERex,
CYTDK1,0.0
CYTDK2m,
CYTDt4,
CYTDtm,11.4171518
CYTDtn,
CYTK10,12.22107625
CYTK10n,12.22107625
CYTK11,12.22107625
CYTK11n,12.22107625
CYTK13,12.22107625
CYTK14n,12.22107625
CYTK1n,12.22107625
CYTK3n,12.22107625
CYTK4n,12.22107625
CYTK2_1,12.22107625
CYTK9,12.22107625
CYTK9n,12.22107625
D_3AIBt,
D3AIBTm,
DADA,0.0
DADAe,0.0
DADNt4,0.0
DAGKn_hs,12.35233853
DAGt,
DALAOXx,
DALAt2r,10.158153
DALAxt,
DASCBR_1,10.84029373
DCIm,10.89354575
DCK2n,0.0
DCSPTN1COAtx,
DCSPTN1CPT2,0.0
DCT,
DDPGAm,
DEBRISOQUINEt,
DEDOLP1_L,
DEDOLR_L,
DESAT16_2,13.00970596
DESAT18_3,13.00970596
DESAT18_11,13.00970596
DESAT18_5,13.00970596
DESAT18_8,10.75131174
DESAT18_9,10.75131174
DESAT20_1,10.60788331
DESAT20_2,10.60788331
DESAT22_1p,
DGAT,11.41591498
DGCHOLtx,
DGK2m,
DGNSKm,10.02657974
DGTPtn,
DGULND,
DHAAt1r,11.93074373
DHCHOLESTANATEtm,
DHCR241r,12.40116862
DHCR242r,12.40116862
DHCR243r,12.40116862
DHCR71r,10.6907123
DHCR72r,10.6907123
DHCRD1,11.09554764
DHEAStr,
DHPM2,
DHPR2,
DIDPtn,
DIGALSIDEtg,
DINt,0.0
DKMPPD,
D_LACtm,10.76399968
DLNLCGCRNt,9.919275019
DLNLCGt,0.0
DM_13_cis_oretn_n,
DM_13_cis_retn_n,
DM_avite2_c,
DM_bvite_c,
DM_core7_g,
DM_core8_g,
DM_datp_m,
DM_datp_n,
DM_dctp_m,
DM_dctp_n,
DM_dgtp_m,
DM_dgtp_n,
DM_dttp_m,
DM_dttp_n,
DM_ethamp_r,
DM_gncore2_g,
DM_gpi_sig_r,
DM_hretn_n,
DM_m3gacpail_prot_hs_r,
DM_mem2emgacpail_prot_hs_r,
DM_sTn_antigen_g,
SK_T_antigen_g,
DM_yvite_c,
DMHPTCRNt,
DMNONCOACRNCPT1,
DNDPt12m,
DNDPt19m,
DNDPt23m,
DNDPt24m,
DNDPt2m,
DNDPt30m,
DNDPt31m,
DNDPt3m,
DNDPt41m,
DNDPt44m,
DNDPt46m,
DNDPt47m,
DNDPt48m,
DNDPt4m,
DNDPt51m,
DNDPt53m,
DNDPt54m,
DNDPt58m,
DNDPt7m,
DOGULNO1,
DOLGLCP_Lter,
DOLK_L,
DOLMANP_Uter,
DOLPH_Ler,
DOPABMO_1,0.0
DOPACHRMISO,
DOPAMT,11.74075134
DOPAQNISO1,
DOPASFt,
DOPASULT,9.65486042
DORNOp,
DPGM,9.561990309
DPHMBDCm,
DPMVDx,11.0697427
DPPS,
DRIBt,
DRPA,9.51298584
DTTPtn,
DUMPtn,
DURIK1m,10.09237395
DURItn,
DUTPDPn,11.02772206
EAFLATOXINte,
EBASTINEOHte,
EBASTINEtr,
EBP1r,9.887230583
EBP2r,9.887230583
ECOAH1m,13.24696209
ECOAH1x,12.53364658
EHGLAT2m,12.19612684
EHGLATm,12.19612684
EICOSTETCPT2,0.0
EICOSTETCRNt,9.919275019
EICOSTETt,
ELAIDCPT1,11.45543701
ELAIDCPT2,0.0
ELAIDCRNt,9.919275019
ELAIDt,
ENGASE3ly,
ENGASEly,
ESTRADIOLGLCt,9.877406773
ESTRADIOLGLCt2,0.0
ESTRADIOLtr,
ESTRIOLGLCtr,
ESTRONEGLCtr,
ESTSULT,9.65486042
ETHP,
ETOHMO,0.0
ETOHtx,
EX_10fthf_e,
EX_1glyc_hs_e,
EX_2425dhvitd2_e,
EX_2425dhvitd3_e,
EX_25hvitd2_e,
EX_34dhoxpeg_e,
EX_3aib_e,
EX_3aib__D_e,
EX_3mlda_e,
EX_4hdebrisoquine_e,
EX_4mtolbutamide_e,
EX_4nph_e,
EX_4nphsf_e,
EX_6thf_e,
EX_abt_e,
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e,
EX_ach_e,
EX_acn13acngalgbside_hs_e,
EX_acn23acngalgbside_hs_e,
EX_acnacngalgbside_hs_e,
EX_acngalacglcgal14acglcgalgluside_hs_e,
EX_adprbp_e,
EX_adrn_e,
EX_adrnl_e,
EX_aflatoxin_e,
EX_ak2lgchol_hs_e,
EX_amp_e,
EX_apnnox_e,
EX_aprgstrn_e,
EX_aqcobal_e,
EX_arachd_e,
EX_ascb__L_e,
EX_asp__D_e,
EX_atp_e,
EX_bilglcur_e,
EX_bilirub_e,
EX_camp_e,
EX_chsterol_e,
EX_cmp_e,
EX_co_e,
EX_crtsl_e,
EX_cspg_a_e,
EX_cspg_b_e,
EX_cspg_d_e,
EX_debrisoquine_e,
EX_dgchol_e,
EX_dopasf_e,
EX_ebastineoh_e,
EX_elaid_e,
EX_estradiol_e,
EX_estriolglc_e,
EX_estroneglc_e,
EX_estrones_e,
EX_fuc13galacglcgal14acglcgalgluside_hs_e,
EX_fuc14galacglcgalgluside_hs_e,
EX_fucacgalfucgalacglcgalgluside_hs_e,
EX_fucacngal14acglcgalgluside_hs_e,
EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,
EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e,
EX_fucgalfucgalacglcgalgluside_hs_e,
EX_galfuc12gal14acglcgalgluside_hs_e,
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,
EX_galgalgalthcrm_hs_e,
EX_gbside_hs_e,
EX_gchola_e,
EX_gd1b2_hs_e,
EX_glygn2_e,
EX_glygn4_e,
EX_glygn5_e,
EX_gmp_e,
EX_gp1c_hs_e,
EX_gq1b_hs_e,
EX_gthrd_e,
EX_gtp_e,
EX_h2o2_e,
EX_hco3_e,
EX_hdca_e,
EX_hestratriol_e,
EX_hista_e,
EX_hpdca_e,
EX_idp_e,
EX_inost_e,
EX_ksi_deg1_e,
EX_ksii_core2_e,
EX_leuktrA4_e,
EX_leuktrF4_e,
EX_lgnc_e,
EX_lneldc_e,
EX_lnlncg_e,
EX_mag_hs_e,
EX_n2m2nmasn_e,
EX_ncam_e,
EX_no_e,
EX_nrpphrsf_e,
EX_nrvnc_e,
EX_o2s_e,
EX_omeprazole_e,
EX_pe_hs_e,
EX_peplys_e,
EX_pglyc_hs_e,
EX_prgstrn_e,
EX_prostge1_e,
EX_ptdca_e,
EX_rbt_e,
EX_retinol_9_cis_e,
EX_retinol_cis_11_e,
EX_retn_e,
EX_retnglc_e,
EX_Rtotal_e,
EX_s2l2fn2m2masn_e,
EX_sl__L_e,
EX_sphs1p_e,
EX_srtn_e,
EX_strch1_e,
EX_strch2_e,
EX_tag__D_e,
EX_tethex3_e,
EX_tettet6_e,
EX_thf_e,
EX_thmtp_e,
EX_thyox__L_e,
EX_tmndnc_e,
EX_tolbutamide_e,
EX_tststerone_e,
EX_tsul_e,
EX_txa2_e,
EX_ump_e,
EX_urate_e,
EX_utp_e,
EX_vacc_e,
EX_whtststerone_e,
EX_xolest_hs_e,
EX_xolest2_hs_e,
EX_xoltri24_e,
EX_xylt_e,
EX_yvite_e,
F1PGT,0.0
FACOAL150,13.02973104
FACOAL180,13.02973104
FACOAL1812_1,13.02973104
FACOAL1813,13.02973104
FACOAL1832,13.02973104
FACOAL191,
FACOAL200,13.02973104
FACOAL206,
FACOAL224,13.02973104
FACOAL226,13.02973104
FACOAL244_1,13.02973104
FACOAL245_2,13.02973104
FACOAL246_1,13.02973104
FACOAL260,13.02973104
FADDP,
FAEL183,11.49322525
FAH3_1,
FAOXC140,11.18940977
FAOXC150m,11.18940977
FAOXC160,11.18940977
FAOXC161802m,11.18940977
FAOXC16180m,11.18940977
FAOXC170m,11.18940977
FAOXC180,11.18940977
FAOXC1811602m_1,11.18940977
25HVITD2t,
CRNCARtm,9.919275019
r2434,9.919275019
CARN160t_m,9.919275019
CARN1819Zt_m,9.919275019
r2437,9.919275019
FAOXC183803m,11.18940977
r2438,9.919275019
r2447,
FAOXC183806x,11.39618523
r2449,
r2465_1,
r2482,
FAOXC18480x,11.39618523
r2483,
r2485,
FAOXC200180m,11.18940977
r2490,
r2494,
FAOXC204184m,11.18940977
r2495,
r2497,9.494318155
FAOXC2242046m,11.18940977
r2498,9.494318155
r2499,9.494318155
r2501,9.494318155
FAOXC2242046x,11.39618523
r2503,9.494318155
r2507,
r2508,
r2511,
FAOXC2251836x,11.39618523
r2513,
r2521,
r2526,0.0
r2535,0.0
r2537,
r2539,
EX_sprm_e,
GNK,
FACOAE180,
GULND,11.12432439
FAOXC226,11.18940977
RE0453N,10.14741723
RE0512M,13.55113112
RE1925C,
FAOXC226205x,11.39618523
RE1933C,
RE2079R,
RE2112C,
RE2147C,
RE2154C,
FAOXC240200x_1,11.39618523
RE2235C,
RE2235R,0.0
RE2269E,
r2343,
r2346,
r2353,
r2356,
r2361,
RE2270E,
RE2304E,
RE2327C,
RE2349C,
RE2404C,
RE2407C,
RE2410C,
RE2428M,
RE2439C,
r2364,
r2365,
r2367,
r2368,
ASCBt5,
r2371,11.02135223
r2372,11.02135223
AKGCITtm,11.02135223
r2376,11.02135223
RE2514E,
RE2541C,0.0
RE2541E,0.0
RE2624M,
RE2624X,
RE2625C,
r2378,11.02135223
r2379,11.02135223
r2380,11.02135223
RE2626C,
RE2635R,0.0
r2381,11.02135223
r2386,11.02135223
RE2636R,
RE2637C,
r2389,11.02135223
RE2637X,
r2390,11.02135223
RE2638C,
r2391,11.02135223
r2392,11.02135223
r2393,11.02135223
r2394,11.02135223
r2395,
r2397,
RE2640C,
RE2649C,
RE2655R,
RE3185M,11.18940977
RE3186M,11.18940977
RE3189M,13.55113112
RE3190M,13.55113112
r2398,
r2401,
r2402,
RE3191M,13.55113112
RE3195M,
r2403,
FAOXC241181x,11.39618523
r2406,
r2410,
r2413,
r2416,
RE3198C,
RE3218C,9.806969672
RE3220C,9.806969672
RE3225C,11.49322525
r2420,0.0
r2425,
RE3226C,11.49322525
FAOXC80,11.18940977
RE3227C,
RE1517X,11.72369307
RE1518M,11.72369307
RE1521M,13.55113112
RE1521X,0.0
RE1523M,13.55113112
RE1523X,0.0
RE3229C,
RE3230C,
RE3235C,
RE3238C,
RE3239C,
RE3242C,
RE1525M,12.2005521
RE1525X,12.2005521
RE1530C,
RE3244C,
FACOAE181,
RE3258C,9.689474861
RE1531X,11.39618523
RE3259C,9.689474861
RE1532M,13.55113112
RE3267E,
RE1532X,11.39618523
RE3268R_1,
FAS100COA,13.24257768
PI35P3P,12.41041901
PI4P4Pn,
RE3273C_1,10.52419457
RE1533M,13.55113112
RE1573M,10.89354575
RE1573X,10.26380275
RE1709N,10.62968031
RE1711C,
RE3301C_1,10.52419457
RE3346C,11.6549622
FADRx,
RE3352C,
RE3381E,0.0
RE3417C_1,
RE3420C_1,
RE3423C,
RE1796M,
HSD3B7,
RE1803C,
RE1804C,
RE1807M,10.8292602
RE1834C,9.708730191
RE1834X,9.708730191
RE1836C,
RE3430C_1,10.6025903
RE3430M,
EX_CE1940_e,
EX_CE1936_e,
SCP3x,11.79652882
BAAT5x,
EX_maltpt_e,
EX_CE2916_e,
RE1846C,
RE1860E,12.13115574
EX_CE2917_e,
EX_CE2839_e,
RE1897C,
RE1903R,
EX_CE1950_e,
FAS120COA,13.24257768
EX_23cump_e,
EX_CE5788_e,
EX_CE5789_e,
RE1915C,
RE1916C,
RE1918C,
EX_CE5798_e,
EX_CE5791_e,
EX_CE5867_e,
EX_CE5869_e,
EX_CE4633_e,
EX_CE1926_e,
EX_udpgal_e,
EX_crm_hs_e,
RE1921C,
RE1923C,
RE2658R,
RE2659R,
B3GNT38g,
RE2675C_1,
RE2677C_1,
RE2677G_1,
RE2677R_1,
EX_galside_hs_e,
EX_CE0074_e,
EX_12dgr120_e,
EX_C04849_e,
GLYt7_311_r,
RE2759X,
RE2766C,
RE2799C,
RE2814R,
RE2898C,
PIt8,11.63368693
2MB2COAc,11.77099044
ADPACDAc,
ADPACTD,
RE2912M,13.02973104
RE2958C,
FAS140COA,13.24257768
RE2985M,11.72369307
RE2987X,12.2005521
RE2988X,11.39618523
BCRNe,
C100CPT1,11.45543701
SK_c101coa_c,
C101CPT1,11.45543701
C101CRNe,
C10CRNe,
C10DCCACT,9.919275019
C10DCc,11.45543701
C12DCACOT,9.708730191
RE2989X,11.39618523
RE2990X,0.0
RE2992X,10.26380275
RE2993X,0.0
RE2994X,11.72369307
RE2996X,0.0
RE2997X,11.72369307
RE3003M,10.89354575
RE3004M,13.55113112
RE3006M,13.55113112
PAPSR,
C12DCACT,
DOCOSADIACTD,
DOCOSDIACTD,
EX_3bcrn_e,
EX_3ddcrn_e,
EX_3deccrn_e,
EX_3hexdcrn_e,
RE3010M,
RE3011M,
RE3012C,11.6549622
RE3012M,13.8266923
RE3012R,11.62133008
EX_3octdec2crn_e,
EX_3octdeccrn_e,
EX_3octdece1crn_e,
EX_3tdcrn_e,
EX_3tetd7ecoacrn_e,
EX_3ttetddcoacrn_e,
EX_c16dc_e,
EX_c4crn_e,
RE3015R,
RE3033C,
RE3431C,
RE3432M,
RE3432X,
RE3435C,
RE3470C,10.6025903
RE3470M,
RE3475C,
EX_c51crn_e,
EX_c6dc_e,
EX_c81crn_e,
RE3488R,0.0
EX_c8dc_e,
RE3493C,
FAS180COA,13.24257768
RE3496C,
RE3525C,0.0
EX_ddece1crn_e,
EX_ddeccrn_e,
EX_doco13ac_e,
EX_ivcrn_e,
RE3525R,
RE3556C,
RE3568C,
EX_tetdec2crn_e,
EX_tetdece1crn_e,
FAOXC101C102m,11.72369307
FAOXC101C102x,11.72369307
RE3624M,11.72369307
RE3629C,
RE3630C,
RE3637C,
EX_prostgi2_e,
FAOXC101C8m,11.2327939
FAOXC102C101x,0.0
FAOXC102C103m,11.18940977
FAOXC102C103x,11.72369307
FAOXC10DCC8DCx,0.0
FAOXC11BRC9BRx,0.0
FAOXC11C9m,11.18940977
FAOXC121C10x,0.0
EX_cdp_e,
EX_dtdp_e,
EX_HC00955_e,
EX_HC00004_e,
EX_C02470_e,
FAOXC121x,10.26380275
